0.000000000,0.000000000,0.000000000,0.002732764,-0.008314343,-0.009779980
0.000000000,0.000000000,0.000000000,0.003147295,-0.008048518,-0.009060715
0.000000000,0.000000000,0.000000000,0.003360050,-0.007334235,-0.007296058
0.000000000,0.000000000,0.000000000,0.003374789,-0.006335208,-0.005259628
0.000000000,0.000000000,0.000000000,0.003759830,-0.005680308,-0.003562921
0.000000000,0.000000000,0.000000000,0.003767302,-0.005047683,-0.003184110
0.000000000,0.000000000,0.000000000,0.003652675,-0.004612629,-0.002924273
0.000000000,0.000000000,0.000000000,0.002793915,-0.003714611,-0.002117433
0.000000000,0.000000000,0.000000000,0.002010493,-0.002615808,-0.000770438
0.000000000,0.000000000,0.000000000,0.001796078,-0.002402998,0.000142276
0.000000000,0.000000000,0.000000000,0.001387835,-0.001926698,0.000502701
0.000000000,0.000000000,0.000000000,0.000346265,-0.000774525,0.001141822
0.000000000,0.000000000,0.000000000,-0.000197878,0.000445555,0.001820350
0.000000000,0.000000000,0.000000000,-0.000669053,0.001534517,0.002049937
0.000000000,0.000000000,0.000000000,-0.001252758,0.002677995,0.002328059
0.000000000,0.000000000,0.000000000,-0.001946901,0.003647505,0.002993993
0.000000000,0.000000000,0.000000000,-0.002675706,0.004161598,0.003309919
0.000000000,0.000000000,0.000000000,-0.002793698,0.004321735,0.003245140
0.000000000,0.000000000,0.000000000,-0.002673271,0.004293344,0.003374719
0.000000000,0.000000000,0.000000000,-0.002765158,0.004918662,0.003684138
0.000000000,0.000000000,0.000000000,-0.003106606,0.005755126,0.003876098
0.000000000,0.000000000,0.000000000,-0.003683181,0.006239987,0.004010238
0.000000000,0.000000000,0.000000000,-0.003888063,0.005942682,0.004112661
0.000000000,0.000000000,0.000000000,-0.003421788,0.005987386,0.003940398
0.000000000,0.000000000,0.000000000,-0.003055230,0.006881471,0.003423107
